patent_id,patent_title,patent_date
10085740,Suture button construct for surgical procedures,2018-10-02
10085741,Surgical suture apparatus,2018-10-02
10085742,Adjustable device for delivering implants and methods of delivering implants,2018-10-02
10085743,Staple implant for influencing the growth in bone regions bordering an epiphyseal plate,2018-10-02
10085744,Loading unit attachment band for surgical stapling instrument,2018-10-02
10085745,Extensible buttress assembly for surgical stapler,2018-10-02
10085746,Surgical instrument including rotating end effector and rotation-limiting structure,2018-10-02
10085747,Surgical fastening instrument,2018-10-02
10085748,Locking arrangements for detachable shaft assemblies with articulatable surgical end effectors,2018-10-02
10085749,Surgical apparatus with conductor strain relief,2018-10-02
10085750,Adapter with fire rod J-hook lockout,2018-10-02
10085751,Surgical stapler having temperature-based motor control,2018-10-02
10085752,Apparatus for endoscopic procedures,2018-10-02
10085753,Clip applier and methods of use,2018-10-02
10085754,Cartridge for applying varying amounts of tissue compression,2018-10-02
10085755,Magnetically activated arteriovenous access valve system and related methods,2018-10-02
10085756,Anvil assembly and anvil assembly delivery system,2018-10-02
10085757,Compact driver for powered surgical tool,2018-10-02
10085758,Patella drill guide and trial surgical instrument having an alignment bore formed therein and method of using the same,2018-10-02
10085759,Kidney stone suction device,2018-10-02
10085760,Medical device having a pair of baskets,2018-10-02
10085761,Tool bit of ultrasonic osteotome and ultrasonic osteotome including the same,2018-10-02
10085762,Ultrasonic device for cutting and coagulating,2018-10-02
10085763,Apparatus and methods for maintaining a force upon tissue using a loop member,2018-10-02
10085764,Apparatus and methods for maintaining a force upon tissue using a loop member,2018-10-02
10085765,Apparatus and methods for accessing and removing material from body lumens,2018-10-02
10085766,Chronic total occlusion crossing devices and methods,2018-10-02
10085767,Methods and apparatuses for fluoro-less or near fluoro-less percutaneous surgery access,2018-10-02
10085768,Arthroscopic flexible portal cannula device and delivery system,2018-10-02
10085769,Dilating cannula with radially expandable flange,2018-10-02
10085770,Externally applied intrapartum support device,2018-10-02
10085771,Breath freshening confectionery products and methods of making and using same,2018-10-02
10085772,Flexible spine stabilization system,2018-10-02
10085773,Staged locking of surgical screw assembly,2018-10-02
10085774,Polyaxial bone screw with multi-part shank retainer and pressure insert,2018-10-02
10085775,Implant for bones or vertebrae with self-constrained flexibility,2018-10-02
10085776,Vertebral facet joint prosthesis and method of fixation,2018-10-02
10085777,Spinous process fusion devices,2018-10-02
10085778,Rod reducer instrument for spinal surgery,2018-10-02
10085779,Intramedullary device for mid-shaft clavicle fractures,2018-10-02
10085780,Bone fixation device,2018-10-02
10085781,Condylar fracture fixation system,2018-10-02
10085782,Bone screw,2018-10-02
10085783,Devices and methods for treating bone tissue,2018-10-02
10085784,Bone fixing screw template and method for producing same,2018-10-02
10085785,Methods and apparatus for deploying sheet-like materials,2018-10-02
10085786,Driver instruments and related methods,2018-10-02
10085787,Cryosurgical probe with adjustable sliding apparatus,2018-10-02
10085788,Robotic toolkit,2018-10-02
10085789,Methods and systems for treatment of occipital neuralgia,2018-10-02
10085790,Lung volume reduction method,2018-10-02
10085791,Universal self-limiting electrosurgical return electrode,2018-10-02
10085792,Surgical instrument with motorized attachment feature,2018-10-02
10085793,Offset forceps,2018-10-02
10085794,"Apparatus, system and method for performing an electrosurgical procedure",2018-10-02
10085795,Apparatus for performing an electrosurgical procedure,2018-10-02
10085796,Bipolar electrosurgical cutter with position insensitive return electrode contact,2018-10-02
10085797,High-frequency treatment instrument,2018-10-02
10085798,Ablation electrode with tactile sensor,2018-10-02
10085799,Off-wall electrode device and methods for nerve modulation,2018-10-02
10085800,Non-thermal ablation system for treating tissue,2018-10-02
10085801,Systems and methods for using a digital controller to adjust one or more operations of a microwave generator,2018-10-02
10085802,Endoluminal laser ablation device and method for treating veins,2018-10-02
10085803,Sterile drape,2018-10-02
10085804,"Prosthetic device, method of planning bone removal for implantation of prosthetic device, and robotic system",2018-10-02
10085805,Robotically shaping a guide wire tip,2018-10-02
10085806,Minimally invasive instrument for robotic surgery,2018-10-02
10085807,Rod contouring alignment linkage,2018-10-02
10085808,Adjustable tracking sensor suitable for different rigid tools,2018-10-02
10085809,Optic fiber connection for a force sensing instrument,2018-10-02
10085810,User input device for robotic surgical system,2018-10-02
10085811,Restoring instrument control input position/orientation during midprocedure restart,2018-10-02
10085812,Surgical instrument with separate tool head and method of use,2018-10-02
10085813,Manipulator and manipulator system,2018-10-02
10085814,Apparatus and method for applying light in ocular and periocular areas,2018-10-02
10085815,Method for performing stereotactic brain surgery using 3D geometric modeling,2018-10-02
10085816,Collecting and harvesting cut bone from kerrison rongeur,2018-10-02
10085817,"Connecting device, cleaning and/or disinfecting device and method for the operation thereof",2018-10-02
10085818,Dental handpiece,2018-10-02
10085819,Dental drill system,2018-10-02
10085820,Disposable dental dam,2018-10-02
10085821,Guard for mouth,2018-10-02
10085822,Method and device for increasing bone density in the mouth,2018-10-02
10085823,"Orthodontic repositioning appliances having improved geometry, methods and systems",2018-10-02
10085824,Self ligating orthodontic bracket,2018-10-02
10085825,Water control valve,2018-10-02
10085826,Absorbable/biodegradable composite yarn constructs and applications thereof,2018-10-02
10085827,Distal protection device,2018-10-02
10085828,Implantable device with internal air gap for supporting transplanted cells,2018-10-02
10085829,Apparatus for creating graft devices,2018-10-02
10085830,"Device, system, and method for delivery of a tissue fixation device",2018-10-02
10085831,"Artificial breast implant provided on the surface thereof with silicone open cell foam layer, and method for producing the same",2018-10-02
10085832,Intraocular lens,2018-10-02
10085833,Multifocal ophthalmic lens,2018-10-02
10085834,Mitral valve replacement toggle cell securement,2018-10-02
10085835,Percutaneous heart valve prosthesis,2018-10-02
10085836,Prosthetic mitral valve,2018-10-02
10085837,Methods of delivering and releasing a cardiac implant to a native valve annulus,2018-10-02
10085838,Assembly tool,2018-10-02
10085839,Patient-specific and patient-engineered orthopedic implants,2018-10-02
10085840,Hybrid acetabular bearing for artificial hip,2018-10-02
10085841,Femoral implant systems,2018-10-02
10085842,Method and apparatus for wrist arthroplasty,2018-10-02
10085843,In-situ formed intervertebral fusion device and method,2018-10-02
10085844,Expandable interbody spacer,2018-10-02
10085845,Intervertebral implant,2018-10-02
10085846,Universally expanding cage,2018-10-02
10085847,Modular anchor bone fusion cage,2018-10-02
10085848,Intervertebral spacer that dynamically promotes bone growth,2018-10-02
10085849,Expandable fusion device and method of installation thereof,2018-10-02
10085850,Composite bone grafts and methods for producing the same,2018-10-02
10085851,Intervertebral prosthesis or disk prosthesis,2018-10-02
10085852,Locking grip orthopedic implant extraction tool,2018-10-02
10085853,Methods and apparatus for intervertebral disc prosthesis insertion,2018-10-02
10085854,Method of retroperitoneal lateral insertion of spinal implants,2018-10-02
10085855,Surgical instrument for implant insertion,2018-10-02
10085856,Sizing instrument and punch for use in a surgical procedure to implant a stemless humeral component,2018-10-02
10085857,Hydraulic prosthetic joint,2018-10-02
10085858,Carbon fiber prosthetic foot with hollow cross sections,2018-10-02
10085859,Methods of manufacturing a drug-eluting stent,2018-10-02
10085860,Magnesium-based absorbable implants,2018-10-02
10085861,Endoluminal device,2018-10-02
10085862,Apparatus and methods for bidirectional hyperelastic stent covers,2018-10-02
10085863,Guide wire,2018-10-02
10085864,Systems and methods for treating a carotid artery,2018-10-02
10085865,Intragastric volume-occupying device and method for fabricating same,2018-10-02
